WMOID  STATION NAME                   COUNTRY                                            STATE                          COUNTY                         CD LATITUDE LONGITUDE ELEVATION
61043  TAHOUA                         NIGER                                                                                                                   1454       515       391
61096  MAINE-SOROA                    NIGER                                                                                                                   1314      1159       337
61202  TESSALIT                       MALI                                                                                                                    2012       059       491
61223  TOMBOUCTOU                     MALI                                                                                                                    1643      -300       264
61250  MENAKA                         MALI                                                                                                                    1552       213       278
61270  KITA                           MALI                                                                                                                    1304      -928       334
61297  SIKASSO                        MALI                                                                                                                    1121      -541       375
61401  BIR MOGHREIN                   MAURITANIA                                                                                                              2514     -1137       360
61415  NOUADHIBOU                     MAURITANIA                                                                                                              2056     -1702         3
61421  ATAR                           MAURITANIA                                                                                                              2031     -1304       224
61450  TIDJIKJA                       MAURITANIA                                                                                                              1834     -1126       402
61497  NEMA                           MAURITANIA                                                                                                              1636      -716       269
61612  PODOR                          SENEGAL                                                                                                                 1639     -1458         7
61641  DAKAR YOFF                     SENEGAL                                                                                                                 1444     -1730        24
61687  TAMBACOUNDA                    SENEGAL                                                                                                                 1346     -1341        50
61856  LUNGI                          SIERRA LEONE                                                                                                             837     -1312        27
61901  ST. HELENA ISLAND SHN          UNITED KINGDOM                                                                                                         -1556      -540       436
61902  ASCENSION ISLAND ASC           UNITED STATES                                                                                                           -754     -1424         9
61972  ILE EUROPA                     FRANCE                                                                                                                 -2219      4020        13
61974  AGALEGA                        MAURITIUS                                                                                                              -1026      5645         3
61986  ST. BRANDON                    MAURITIUS                                                                                                              -1627      5937         4
61988  RODRIGUES                      MAURITIUS                                                                                                              -1941      6325        59
61990  PLAISANCE                      MAURITIUS                                                                                                              -2026      5740        57
61996  MARTIN DE VIVIES               FRANCE                                                                                                                 -3750      7734        29
61997  ALFRED FAURE                   FRANCE                                                                                                                 -4626      5152       142
61998  PORT-AUX-FRAN                  FRANCE                                                                                                                 -4921      7015        30
62010  TRIPOLI AP                     LIBYA                                                                                                                   3240      1309        82
62053  BENINA                         LIBYA                                                                                                                   3206      2016       132
62124  SEBHA                          LIBYA                                                                                                                   2701      1427       432
62131  HON                            LIBYA                                                                                                                   2907      1557       267
62271  KUFRA                          LIBYA                                                                                                                   2413      2318       436
62306  MERSA MATRUH                   EGYPT                                                                                                                   3120      2713        28
62414  ASSWAN                         EGYPT                                                                                                                   2358      3247       194
62417  SIWA                           EGYPT                                                                                                                   2912      2519       -13
62420  BAHARIA                        EGYPT                                                                                                                   2820      2854       130
62432  DAKHLA                         EGYPT                                                                                                                   2529      2900       117
62463  HURGUADA                       EGYPT                                                                                                                   2709      3343        14
62600  WADI HALFA                     SUDAN                                                                                                                   2149      3129       190
62640  ABU HAMED                      SUDAN                                                                                                                   1932      3319       312
62641  PORT SUDAN                     SUDAN                                                                                                                   1935      3713        42
62650  DONGOLA                        SUDAN                                                                                                                   1910      3029       226
62730  KASSALA                        SUDAN                                                                                                                   1528      3624       500
62760  EL FASHER                      SUDAN                                                                                                                   1337      2520        30
62762  SENNAR                         SUDAN                                                                                                                   1333      3337       418
62770  GENEINA                        SUDAN                                                                                                                   1329      2227       805
62781  EN NAHUD                       SUDAN                                                                                                                   1242      2826       564
62840  MALAKAL                        SUDAN                                                                                                                    933      3139       388
62880  WAU                            SUDAN                                                                                                                    742      2801       438
62941  JUBA                           SUDAN                                                                                                                    452      3136       457
63021  ASMARA                         ERITREA                                                                                                                 1517      3855      2325
63403  GORE                           ETHIOPIA                                                                                                                 810      3533      2002
63450  ADDIS ABABA                    ETHIOPIA                                                                                                                 859      3848      2354
63453  METEHARA                       ETHIOPIA                                                                                                                 850      3947       930
63533  NEGHELLI                       ETHIOPIA                                                                                                                 517      3945      1544
63612  LODWAR                         KENYA                                                                                                                    307      3537       515
63624  MANDERA                        KENYA                                                                                                                    356      4152       231
63661  KITALE                         KENYA                                                                                                                    101      3500      1875
63723  GARISSA                        KENYA                                                                                                                   -028      3938       147
63740  NAIROBI KENYATTA AP            KENYA                                                                                                                   -119      3655      1624
63820  MOMBASA                        KENYA                                                                                                                   -402      3937        55
63832  TABORA AP                      TANZANIA                                                                                                                -505      3250      1182
63862  DODOMA                         TANZANIA                                                                                                                -610      3546      1120
63894  DAR ES SALAAM AP               TANZANIA                                                                                                                -652      3912        53
63962  SONGEA                         TANZANIA                                                                                                               -1040      3535      1036
63980  SEYCHELLES AP                  SEYCHELLES                                                                                                              -440      5531         3
64040  KISANGANI                      ZAIRE                                                                                                                    025      1131       396
64146  LODJA                          ZAIRE                                                                                                                   -323      2928       500
64282  MANONO                         ZAIRE                                                                                                                   -727      1726       633
64459  IMPFONDO                       CONGO                                                                                                                    137      1804       327
64503  MAYUMBA                        GABON                                                                                                                   -325      1039        34
64552  MITZIC                         GABON                                                                                                                    047      1132       583
64700  NDJAMENA                       CHAD                                                                                                                    1208      1502       295
64706  MOUNDOU                        CHAD                                                                                                                     834      1604       410
64751  ATI                            CHAD                                                                                                                    1313      1819       334
64753  FAYA                           CHAD                                                                                                                    1800      1910       234
64754  AM-TIMAN                       CHAD                                                                                                                    1102      2017       436
64870  NGAOUNDERE                     CAMEROON                                                                                                                 721      1334      1104
65123  MINNA                          NIGERIA                                                                                                                   96      3732       260
65167  YOLA                           NIGERIA                                                                                                                   94      1228       174
65306  KANDI                          BENIN                                                                                                                   1108       256       292
65335  SAVE                           BENIN                                                                                                                    802       228       200
65352  MANGO                          TOGO                                                                                                                    1022       028       146
65501  DORI                           BURKINA FASO                                                                                                            1402      -002       277
65516  BOROMO                         BURKINA FASO                                                                                                            1145      -256       271
65528  ODIENNE                        COTE D'IVOIRE                                                                                                            930      -734       421
65585  ADIAKE                         COTE D'IVOIRE                                                                                                            518      -318        39
65599  SASSANDRA                      COTE D'IVOIRE                                                                                                            4-6      0557        66
66152  DUNDO                          ANGOLA                                                                                                                  -724      2049        76
66160  LUANDA                         ANGOLA                                                                                                                  -851      1314         0
66270  WAKU KUNGU                     ANGOLA                                                                                                                 -1125      1507      1304
66390  LUBANGO(SA DA BANDEIRA)        ANGOLA                                                                                                                 -1454      1334      1758
66410  MENONGUE (SERPA PINTO)         ANGOLA                                                                                                                 -1438      1742      1343
66422  MOCAMEDES NAMIBE               ANGOLA                                                                                                                 -1512      1209        45
66447  MAVINGA                        ANGOLA                                                                                                                 -1550      2021      1088
67005  DZAOUDZI PAMANZI COM           FRANCE                                                                                                                 -1248      4517         7
67009  ANTSIRANANA (=DIEGO SU)        MADAGASCAR                                                                                                             -1221      4918       105
67019  ANALALAVA                      MADAGASCAR                                                                                                             -1438      4746        57
67025  ANTALAHA                       MADAGASCAR                                                                                                             -1453      5015        88
67073  MAINTIRANO                     MADAGASCAR                                                                                                             -1803      4402        23
67083  ANTANANARIVO IVATO             MADAGASCAR                                                                                                             -1848      4729      1276
67095  TOAMASINA (=TAMATAVE)          MADAGASCAR                                                                                                             -1807      4924         6
67143  MANANJARY                      MADAGASCAR                                                                                                             -2112      4822         6
67161  TOLIARY (=TULEAR)              MADAGASCAR                                                                                                             -2323      4344         8
67197  TAOLAGNARO (=F DAUPHIN)        MADAGASCAR                                                                                                             -2502      4657         9
67215  PEMBA                          MOZAMBIQUE                                                                                                             -1259      4032        50
67283  QUELIMANE                      MOZAMBIQUE                                                                                                             -1753      3653        16
67297  BEIRA                          MOZAMBIQUE                                                                                                             -1948      3454        16
67323  INHAMBANE                      MOZAMBIQUE                                                                                                             -2352      3523        15
67441  MWINILUNGA                     ZAMBIA                                                                                                                 -1145      2426      1363
67475  KASAMA                         ZAMBIA                                                                                                                 -1013      3108      1384
67581  CHIPATA                        ZAMBIA                                                                                                                 -1333      3235      1032
67633  MONGU                          ZAMBIA                                                                                                                 -1515      2309      1053
67666  LUSAKA CITY                    ZAMBIA                                                                                                                 -1525      2819     -9999
67693  CHILEKA                        MALAWI                                                                                                                 -1542      3500        67
67743  LIVINGSTONE                    ZAMBIA                                                                                                                 -1749      2549       986
67775  HARARE KUTSAGA                 ZIMBABWE                                                                                                               -1755      3108      1480
67983  CHIPINGE                       ZIMBABWE                                                                                                               -2012      3237      1132
68014  GROOTFONTEIN                   NAMIBIA                                                                                                                -1936      1807      1400
68032  MAUN                           BOTSWANA                                                                                                               -1959      2325       900
68106  GOBABEB                        NAMIBIA                                                                                                                -2334      1503       400
68110  WINDHOEK                       NAMIBIA                                                                                                                -2234      1706      1700
68174  PIETERSBURG                    SOUTH AFRICA                                                                                                           -2350      2925      1224
68296  SKUKUZA                        SOUTH AFRICA                                                                                                           -2459      3136       271
68312  KEETMANSHOOP                   NAMIBIA                                                                                                                -2632      1807      1100
68370  BETHAL                         SOUTH AFRICA                                                                                                           -2627      2929       838
68424  UPINGTON                       SOUTH AFRICA                                                                                                           -2825      2116       839
68438  KIMBERLEY                      SOUTH AFRICA                                                                                                           -2848      2446      1196
68496  CAPE ST LUCIA                  SOUTH AFRICA                                                                                                           -2830      3224       107
68580  CEDARA                         SOUTH AFRICA                                                                                                           -2932      3017      1071
68618  CALVINIA                       SOUTH AFRICA                                                                                                           -3129      1946       975
68712  CAPE COLUMBINE                 SOUTH AFRICA                                                                                                           -3250      1751        67
68858  EAST LONDON                    SOUTH AFRICA                                                                                                           -3302      2750       125
68906  GOUGH ISLAND                   SOUTH AFRICA                                                                                                           -4021      -953        54
68920  CAPE AGULHAS                   SOUTH AFRICA                                                                                                           -3450      2001        14
68938  CAPE ST. FRANCIS               SOUTH AFRICA                                                                                                           -3412      2450         7
68994  MARION ISLAND                  SOUTH AFRICA                                                                                                           -4653      3752        21
70026  BARROW WSO AP                  UNITED STATES                                      ALASKA                         North Slope                    09 71.28333 -156.7813        31
70086  BARTER ISLAND WSO AP           UNITED STATES                                      ALASKA                                                        09 70.13333 -143.6333        39
70133  KOTZEBUE WSO AP                UNITED STATES                                      ALASKA                                                        09   66.885 -162.5966        10
70200  NOME WSO AP                    UNITED STATES                                      ALASKA                         Nome                           07 64.51111   -165.44        13
70219  BETHEL AP                      UNITED STATES                                      ALASKA                         Bethel                         07   60.785 -161.8291       102
70231  MCGRATH AP                     UNITED STATES                                      ALASKA                         Yukon-Koyukuk                  08  62.9575 -155.6102       333
70251  TALKEETNA AP                   UNITED STATES                                      ALASKA                         Matanuska-Susitna              05    62.32  -150.095       350
70261  FAIRBANKS INTL AP              UNITED STATES                                      ALASKA                         Fairbanks North Star           08 64.80389 -147.8761       432
70308  ST PAUL ISLAND AP              UNITED STATES                                      ALASKA                         Aleutians West                 03 57.15944 -170.2222        35
70316  THORNBROUGH                    UNITED STATES                                      ALASKA                         Aleutians East                 03     55.2 -162.7166        98
70326  NAKNEK                         UNITED STATES                                      ALASKA                         Bristol Bay                    06 58.68333   -156.65        49
70341  HOMER AP                       UNITED STATES                                      ALASKA                         Kenai Peninsula                05 59.64278 -151.4872        64
70361  YAKUTAT AP                     UNITED STATES                                      ALASKA                                                        02 59.51194 -139.6711        33
70398  ANNETTE WSO AP                 UNITED STATES                                      ALASKA                                                        01 55.03889 -131.5786       109
71043  NORMAN WELLS A, NT             CANADA                                                                                                                  6517    -12648         4
71051  SACHS HARBOUR, NT              CANADA                                                                                                                  7200    -12516     -9999
71066  HIGH LEVEL A, AB               CANADA                                                                                                                  5837    -11710       338
71069  SLAVE LAKE A, AB               CANADA                                                                                                                  5518    -11447       581
71072  MOULD BAY A, NT                CANADA                                                                                                                  7614    -11920     -9999
71074  ISACHSEN (AUT), NT             CANADA                                                                                                                  7847    -10332     -9999
71078  LYNN LAKE A, MB                CANADA                                                                                                                  5652    -10105       357
71079  THOMPSON A, MB                 CANADA                                                                                                                  5548     -9751       216
71081  HALL BEACH A, NT               CANADA                                                                                                                  6847     -8115         8
71082  ALERT, NT                      CANADA                                                                                                                  8230     -6220        66
71090  CLYDE A, NT                    CANADA                                                                                                                  7029     -6831        26
71093  CAPE HOOPER, NT                CANADA                                                                                                                  6828     -6648       390
71094  CAPE DYER A, NT                CANADA                                                                                                                  6635     -6137       393
71095  POND INLET A, NT               CANADA                                                                                                                  7242     -7758        55
71101  SANDSPIT AWOS, BC              CANADA                                                                                                                  5315     -1310     -9999
71103  QUESNEL A, BC                  CANADA                                                                                                                  5302    -12231       545
71109  PORT HARDY A, BC               CANADA                                                                                                                  5040    -12721     -9999
71120  COLD LAKE A, AB                CANADA                                                                                                                  5425    -11017       541
71122  BANFF (AUT), AB                CANADA                                                                                                                  5111    -11534     -9999
71160  FORT RELIANCE (AUT),NT         CANADA                                                                                                                  6243    -10910     -9999
71185  DANIEL'S HARBOUR, NF           CANADA                                                                                                                  5014     -5735        19
71197  PORT-AUX-BASQUES, NF           CANADA                                                                                                                  4734     -5910        40
71600  SABLE ISLAND, NS               CANADA                                                                                                                  4356     -6001         4
71603  YARMOUTH A, NS                 CANADA                                                                                                                  4350     -6605        51
71706  CHARLOTTETOWN A, PE            CANADA                                                                                                                  4617     -6308        54
71713  LA POCATIERE, QUE              CANADA                                                                                                                  4721      -701     -9999
71721  MANIWAKI (AUT), QC             CANADA                                                                                                                  4623     -7558       201
71727  BAGOTVILLE A                   CANADA                                                                                                                  4820     -7100       159
71733  GORE BAY A, ON                 CANADA                                                                                                                  4553     -8234       193
71803  GANDER INT A, NF               CANADA                                                                                                                  4857     -5434       151
71811  SEPT-ILES, QC                  CANADA                                                                                                                  5013     -6616        55
71813  NATASHQUAN A, QC               CANADA                                                                                                                  5011     -6149        11
71816  GOOSE A, NF                    CANADA                                                                                                                  5319     -6025        49
71818  CARTWRIGHT A, NF               CANADA                                                                                                                  5342     -5702        14
71822  CHIBOUGAMAU-CHAPAIS A, QUE     CANADA                                                                                                                  4946     -7431     -9999
71823  LA GRANDE IV A, QUE            CANADA                                                                                                                  5345     -7340    -99999
71827  LA GRANDE RIVIERE A,QUE        CANADA                                                                                                                  5337      -770    -99999
71828  SCHEFFERVILLE A, QC            CANADA                                                                                                                  5448     -6648       518
71831  KAPUSKASING A, ON              CANADA                                                                                                                  4925     -8228       227
71836  MOOSONEE A, ON                 CANADA                                                                                                                  5116     -8039        10
71842  SIOUX LOOKOUT A, ON            CANADA                                                                                                                  5007     -9154       390
71844  BIG TROUT LAKE RDC, ON         CANADA                                                                                                                  5348     -8953       224
71855  DAUPHIN A, MB                  CANADA                                                                                                                  5106    -10003       305
71862  ESTEVAN A, SK                  CANADA                                                                                                                  4913    -10258       581
71867  THE PAS A, MB                  CANADA                                                                                                                  5358    -10106       271
71869  PRINCE ALBERT A, SK            CANADA                                                                                                                  5313    -10541       428
71870  SWIFT CURRENT A, SK            CANADA                                                                                                                  5017    -10741       818
71872  MEDICINE HAT A, AB             CANADA                                                                                                                  5001    -11043     -9999
71887  KAMLOOPS, A                    CANADA                                                                                                                  5042    -12027       346
71894  ESTEVAN POINT (AUT),BC         CANADA                                                                                                                  4923    -12633     -9999
71905  KUUJJUARAPIK A, QC             CANADA                                                                                                                  5517     -7746        10
71906  KUUJJUAQ A, QC                 CANADA                                                                                                                  5806     -6825        37
71907  INUKJUAK, QC                   CANADA                                                                                                                  5827     -7807         6
71909  IQALUIT A, NT                  CANADA                                                                                                                  6345     -6833        34
71910  CAPE DORSET A, NT              CANADA                                                                                                                  6413     -7632        50
71913  CHURCHILL A, MB                CANADA                                                                                                                  5844     -9404        29
71915  CORAL HARBOUR A, NT            CANADA                                                                                                                  6412     -8322        64
71917  EUREKA, NT                     CANADA                                                                                                                  7959     -8556        10
71918  PELLY BAY, NT                  CANADA                                                                                                                  6826     -8943     -9999
71922  LA RONGE A, SK                 CANADA                                                                                                                  5509    -10516     -9999
71924  RESOLUTE A, NT                 CANADA                                                                                                                  7443     -9459        67
71925  CAMBRIDGE BAY A, NT            CANADA                                                                                                                  6906    -10507        27
71926  BAKER LAKE A, NT               CANADA                                                                                                                  6418     -9605        18
71932  FORT MCMURRAY A, AB            CANADA                                                                                                                  5639    -11113       369
71934  FORT SMITH A, NT               CANADA                                                                                                                  6001    -11158       205
71935  HAY RIVER A, NT                CANADA                                                                                                                  6050    -11547       166
71938  KUGLUKTUK A, NT                CANADA                                                                                                                  6749    -11508        22
71945  FORT NELSON A, BC              CANADA                                                                                                                  5850    -12235       382
71946  FORT SIMPSON A, NT             CANADA                                                                                                                  6145    -12114       169
71950  SMITHERS A, BC                 CANADA                                                                                                                  5449    -12711       523
71964  WITHEHORSE A, YT               CANADA                                                                                                                  6043    -13504         3
71966  DAWSON A, YT                   CANADA                                                                                                                  6403    -13908       370
72201  KEY WEST INTL AP               UNITED STATES                                      FLORIDA                        Monroe                         07   24.555 -81.75222         4
72208  CHARLESTON INTL AP             UNITED STATES                                      SOUTH CAROLINA                 Charleston                     07 32.89861 -80.04028        40
72211  TAMPA WSCMO AP                 UNITED STATES                                      FLORIDA                        Hillsborough                   04 27.96139 -82.54028        19
72231  NEW ORLEANS AP                 UNITED STATES                                      LOUISIANA                      Jefferson                      09 29.99333 -90.25111         4
72234  MERIDIAN AP                    UNITED STATES                                      MISSISSIPPI                    Lauderdale                     09 32.33472 -88.74417       294
72248  SHREVEPORT AP                  UNITED STATES                                      LOUISIANA                      Caddo                          01 32.44722 -93.82444       254
72253  SAN ANTONIO INTL AP            UNITED STATES                                      TEXAS                          Bexar                          07 29.53333    -98.47       809
72266  ABILENE RGNL AP                UNITED STATES                                      TEXAS                          Taylor                         02 32.41056 -99.68222      1790
72270  EL PASO AP                     UNITED STATES                                      TEXAS                          El Paso                        05 31.81111 -106.3758      3918
72278  PHOENIX AP                     UNITED STATES                                      ARIZONA                        Maricopa                       06 33.42778 -112.0038      1107
72290  SAN DIEGO WSO AP               UNITED STATES                                      CALIFORNIA                     San Diego                      06 32.73361 -117.1830        15
72304  CAPE HATTERAS AP               UNITED STATES                                      NORTH CAROLINA                 Dare                           08  35.2325 -75.62194        11
72306  RALEIGH  AP                    UNITED STATES                                      NORTH CAROLINA                 Wake                           04 35.86667 -78.78333       416
72312  GRNVL SPART INTL AP            UNITED STATES                                      SOUTH CAROLINA                 Spartanburg                    02 34.88472 -82.22389       943
72324  CHATTANOOGA AP                 UNITED STATES                                      TENNESSEE                      Hamilton                       01 35.03111 -85.20139       671
72344  FT SMITH RGNL AP               UNITED STATES                                      ARKANSAS                       Sebastian                      04 35.33306  -94.3625       449
72353  OKLAHOMA CITY WILL ROGERS AP   UNITED STATES                                      OKLAHOMA                       Oklahoma                       05 35.38889 -97.60056      1285
72360  CLAYTON MUNI ARPK AP           UNITED STATES                                      NEW MEXICO                     Union                          03 36.44861 -103.1538      4960
72365  ALBUQUERQUE INTL AP            UNITED STATES                                      NEW MEXICO                     Bernalillo                     05 35.04167 -106.6152      5310
72386  LAS VEGAS AP                   UNITED STATES                                      NEVADA                         Clark                          04 36.07194 -115.1633      2131
72389  FRESNO YOSEMITE AP             UNITED STATES                                      CALIFORNIA                     Fresno                         05    36.78 -119.7194       333
72405  WASHINGTON REAGAN AP           UNITED STATES                                      VIRGINIA                       Arlington                      04 38.84833 -77.03417        10
72422  LEXINGTON BLUEGRASS AP         UNITED STATES                                      KENTUCKY                       Fayette                        03 38.04083 -84.60583       980
72432  EVANSVILLE REGIONAL AP         UNITED STATES                                      INDIANA                        Vanderburgh                    07 38.04417 -87.52056       400
72445  COLUMBIA RGNL AP               UNITED STATES                                      MISSOURI                       Boone                          02 38.81694 -92.21833       893
72451  DODGE CITY RGNL AP             UNITED STATES                                      KANSAS                         Ford                           07 37.76861 -99.96778      2582
72458  CONCORDIA BLOSSER MUNI         UNITED STATES                                      KANSAS                         Cloud                          02 39.55139 -97.65083      1469
72476  GRAND JUNCTION WALKER          UNITED STATES                                      COLORADO                       Mesa                           02 39.13417   -108.54      4858
72483  SACRAMENTO AP                  UNITED STATES                                      CALIFORNIA                     Sacramento                     02 38.50694  -121.495        15
72486  ELY AIRPORT                    UNITED STATES                                      NEVADA                         White Pine                     02 39.29528 -114.8466      6262
72519  SYRACUSE HANCOCK  AP           UNITED STATES                                      NEW YORK                       Onondaga                       10 43.11111 -76.10389       413
72520  PITTSBURGH ASOS                UNITED STATES                                      PENNSYLVANIA                   Allegheny                      09 40.48472 -80.21444      1203
72532  PEORIA GTR PEORIA RGNL         UNITED STATES                                      ILLINOIS                       Peoria                         04  40.6675 -89.68389       650
72546  DES MOINES AP                  UNITED STATES                                      IOWA                           Polk                           05 41.53389 -93.65306       957
72556  NORFOLK AP                     UNITED STATES                                      NEBRASKA                       Madison                        03 41.98556 -97.43528      1551
72562  NORTH PLATTE RGNL AP           UNITED STATES                                      NEBRASKA                       Lincoln                        07 41.12139 -100.6694      2778
72576  LANDER AP                      UNITED STATES                                      WYOMING                        Fremont                        09  42.8175 -108.7277      5557
72578  POCATELLO RGNL AP              UNITED STATES                                      IDAHO                          Power                          09 42.92028 -112.5711      4478
72583  WINNEMUCCA AP                  UNITED STATES                                      NEVADA                         Humboldt                       01 40.90167 -117.8080      4296
72594  EUREKA WFO WOODLEY IS          UNITED STATES                                      CALIFORNIA                     Humboldt                       01 40.80972 -124.1602        20
72613  MT WASHINGTON                  UNITED STATES                                      NEW HAMPSHIRE                  Coos                           01 44.26667 -71.29944      6267
72617  BURLINGTON WSO AP              UNITED STATES                                      VERMONT                        Chittenden                     02 44.46806 -73.15028       330
72654  HURON AP                       UNITED STATES                                      SOUTH DAKOTA                   Beadle                         07 44.39806 -98.22306      1280
72658  MINNEAPOLIS/ST PAUL AP         UNITED STATES                                      MINNESOTA                      Hennepin                       06 44.88306 -93.22889       872
72666  SHERIDAN AP                    UNITED STATES                                      WYOMING                        Sheridan                       05 44.76944 -106.9688      3945
72681  BOISE AIR TERMINAL             UNITED STATES                                      IDAHO                          Ada                            05 43.56667 -116.2405      2814
72688  PENDLETON E OR RGNL AP         UNITED STATES                                      OREGON                         Umatilla                       06 45.69833 -118.8547      1486
72712  CARIBOU WFO                    UNITED STATES                                      MAINE                          Aroostook                      01 46.87056 -68.01722       624
72743  MARQUETTE WSO AP               UNITED STATES                                      MICHIGAN                       Marquette                      01 46.53139 -87.54917      1415
72764  BISMARCK MUNI AP               UNITED STATES                                      NORTH DAKOTA                   Burleigh                       08  46.7825 -100.7572      1651
72768  GLASGOW INTL AP                UNITED STATES                                      MONTANA                        Valley                         06 48.21389 -106.6213      2285
72772  HELENA AP ASOS                 UNITED STATES                                      MONTANA                        Lewis and Clark                04 46.60556 -111.9636      3828
72792  OLYMPIA AP                     UNITED STATES                                      WASHINGTON                     Thurston                       03 46.97333 -122.9033       188
74492  BLUE HILL                      UNITED STATES                                      MASSACHUSETTS                  Norfolk                        02 42.21222 -71.11361       630
76311  CHOIX, SIN                     MEXICO                                                                                                                  2643    -10817     -9999
76393  MONTERREY, NL                  MEXICO                                                                                                                  2552    -10012     -9999
76405  LA PAZ, BCS                    MEXICO                                                                                                                  2416    -11025     -9999
76458  COLONIA JUAN CARRAS, SIN       MEXICO                                                                                                                  2312    -10625     -9999
76577  GUANAJUATO, GTO                MEXICO                                                                                                                  2101    -10115     -9999
76644  MERIDA AP, YUC                 MEXICO                                                                                                                  2059     -8939     -9999
76654  MANZANILLO, COL                MEXICO                                                                                                                  1903    -10420     -9999
76680  MEXICO (CENTRAL), DF           MEXICO                                                                                                                  1924     -9912     -9999
76833  SALINA CRUZ, OAX               MEXICO                                                                                                                  1610     -9512     -9999
78016  BERMUDA NAVAL, BMU             UNITED KINGDOM                                                                                                          3222     -6441        40
78073  NASSAU AIRPORT                 BAHAMAS THE                                                                                                             2503     -7728         7
78367  GUANTANAMO                     CUBA                                                                                                                    1954     -7508        23
78384  OWEN ROBERTS AP CYM            CAYMAN ISLANDS                                                                                                          1917     -8121         3
78388  MONTEGO BAY SANGSTER           JAMAICA                                                                                                                 1830     -7755         8
78526  SAN JUAN INTL AP               UNITED STATES                                      PUERTO RICO                                                   01  18.4325 -66.01083         9
78650  ACAJUTLA                       EL SALVADOR                                                                                                             1334     -8950     -9999
78767  PUERTO LIMON                   COSTA RICA                                                                                                              1000     -8303         3
78897  LE RAIZET, GLP                 FRANCE                                                                                                                  1616     -6131        11
78954  GRANTLEY ADAMS                 BARBADOS                                                                                                                1304     -5929        56
80001  SAN ANDRES                     COLOMBIA                                                                                                                1235     -8143         6
80222  BOGOTA ELDORADO                COLOMBIA                                                                                                                 443     -7409      2546
80241  LAS GAVIOTAS                   COLOMBIA                                                                                                                 433     -7055       167
80259  CALI ALFONSO BONILLO           COLOMBIA                                                                                                                 333     -7623       969
80342  ANTONIO AP                     COLOMBIA                                                                                                                 125     -7716     -9999
80405  LA ORCHILA                     VENEZUELA                                                                                                               1148     -6611         3
80423  GUIRIA                         VENEZUELA                                                                                                               1035     -6219        14
80425  MENE GRANDE                    VENEZUELA                                                                                                                949     -7056        28
80438  MERIDA                         VENEZUELA                                                                                                                836     -7111      1498
80450  SAN FERNANDO DE APURE          VENEZUELA                                                                                                                754     -6725        48
80453  TUMEREMO                       VENEZUELA                                                                                                                718     -6127       181
80462  SANTA ELENA DE UAIREN          VENEZUELA                                                                                                                436     -6107       907
81202  NICKERIE                       SURINAME                                                                                                                 557     -5702         2
81405  CAYENNE ROCHAMBEAU GUF         FRANCE                                                                                                                    45     -5222         9
82024  BOA VISTA                      BRAZIL                                                                                                                   249     -6039     -9999
82106  SAO GABRIEL DA CACHOEIR        BRAZIL                                                                                                                  -008     -6705     -9999
82331  MANAUS                         BRAZIL                                                                                                                  -308     -6001     -9999
82400  FERNANDO DE NORONHA            BRAZIL                                                                                                                  -351     -3225     -9999
82410  BENJAMIN CONSTANT              BRAZIL                                                                                                                  -423     -7002     -9999
82425  COARI                          BRAZIL                                                                                                                  -405     -6305     -9999
82571  BARRA DO CORDA                 BRAZIL                                                                                                                  -530     -4516     -9999
82586  QUIXERAMOBIM                   BRAZIL                                                                                                                  -512     -3918     -9999
82704  CRUZEIRO DO SUL                BRAZIL                                                                                                                  -738     -7240     -9999
82825  PORTO VELHO                    BRAZIL                                                                                                                  -846     -6355     -9999
83064  PORTO NACIONAL                 BRAZIL                                                                                                                 -1043     -4825     -9999
83229  SALVADOR                       BRAZIL                                                                                                                 -1301     -3831        51
83236  BARREIRAS                      BRAZIL                                                                                                                 -1209     -4500     -9999
83264  VERA (GLEBA CELESTE)           BRAZIL                                                                                                                 -1212     -5630     -9999
83361  CUIABA                         BRAZIL                                                                                                                 -1533     -5607     -9999
83498  CARAVELAS                      BRAZIL                                                                                                                 -1744     -3915     -9999
83618  TRES LAGOAS                    BRAZIL                                                                                                                 -2047     -5142     -9999
83650  TRINDADE ILHA                  BRAZIL                                                                                                                 -2030     -2919     -9999
83781  SAO PAULO                      BRAZIL                                                                                                                 -2330     -4637     -9999
83842  CURITIBA                       BRAZIL                                                                                                                 -2525     -4916     -9999
83881  IRAI                           BRAZIL                                                                                                                 -2711     -5314       247
84008  SAN CRISTOBAL GAL              ECUADOR                                                                                                                 -054     -8936         6
84088  IZOBAMBA                       ECUADOR                                                                                                                 -022     -7833      3058
84140  PICHILINGUE                    ECUADOR                                                                                                                 -106     -7928       120
84270  LOJA / LA ARGELIA              ECUADOR                                                                                                                 -402     -7912      2160
84279  MACARA                         ECUADOR                                                                                                                 -422     -7956       427
84377  IQUITOS                        PERU                                                                                                                    -345     -7315       125
84444  CHACHAPOYAS                    PERU                                                                                                                    -613     -7750      2540
84455  TARAPOTO                       PERU                                                                                                                    -627     -7623       282
84721  SAN JUAN                       PERU                                                                                                                   -1523     -7510        60
84752  AREQUIPA                       PERU                                                                                                                   -1624     -7136      2539
85041  COBIJA                         BOLIVIA                                                                                                                -1102     -6847     -9999
85043  RIBERALTA                      BOLIVIA                                                                                                                -1100     -6607     -9999
85114  MAGDALENA                      BOLIVIA                                                                                                                -1320     -6407     -9999
85141  RURRENABAQUE                   BOLIVIA                                                                                                                -1428     -6734     -9999
